time, X Target PCS_11_1_PCS(mm), X Actual PCS_11_2_PCS(mm), Y Target PCS_12_1_PCS(mm), Y Actual PCS_12_2_PCS(mm), Z Target PCS_13_1_PCS(mm), Z Actual PCS_13_2_PCS(mm), TCPCmdVel_9_19_, TCPActVel_9_20_
99.931,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.000000
103.906,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.018392
107.910,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.031445
111.985,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061997,0.000000,0.061730
115.953,420.001245,420.007710,0.002245,-0.002539,444.996000,445.061997,0.000000,0.048696
119.951,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.088611
123.942,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.049836
127.937,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.049836
131.976,420.001245,420.007710,0.002245,-0.002539,444.996000,445.061997,0.000000,0.088611
135.919,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.075369
139.962,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.049836
143.938,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
147.930,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
151.973,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
155.919,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
159.956,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
163.929,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.088611
167.923,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.088611
171.972,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.075369
175.927,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.059456
179.927,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.049836
183.932,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.031445
187.912,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
191.963,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.049836
195.920,420.001245,420.007964,0.002245,-0.002466,444.996000,445.061997,0.000000,0.079500
199.917,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.069465
203.924,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
207.935,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061598,0.000000,0.053121
211.963,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.053121
215.918,420.001245,420.007998,0.002245,-0.002539,444.996000,445.061797,0.000000,0.081781
219.927,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061997,0.000000,0.075369
223.920,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053121
227.910,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061598,0.000000,0.053121
231.966,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061797,0.000000,0.072839
235.918,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.036428
239.924,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.056540
243.944,420.001245,420.007744,0.002245,-0.002340,444.996000,445.061598,0.000000,0.100021
247.916,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.061730
251.922,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.049836
255.923,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
259.976,420.001245,420.007744,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
263.915,420.001245,420.007710,0.002245,-0.002539,444.996000,445.061997,0.000000,0.070970
267.920,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.049836
271.913,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.059456
275.945,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
279.982,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
283.957,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.049836
287.949,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
291.934,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.026010
295.942,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.070663
300.107,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
303.940,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.049836
307.967,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
311.940,420.001245,420.007710,0.002245,-0.002266,444.996000,445.061997,0.000000,0.059456
315.933,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056540
319.971,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.053121
323.939,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.000000
327.959,420.001245,420.007891,0.002245,-0.002539,444.996000,445.061997,0.000000,0.126263
331.967,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061997,0.000000,0.070663
335.947,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053121
339.999,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061598,0.000000,0.053121
343.936,420.001245,420.007964,0.002245,-0.002340,444.996000,445.061997,0.000000,0.107822
348.057,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061997,0.000000,0.026010
351.923,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056214
355.915,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
359.962,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.018392
363.931,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
367.937,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.049836
371.914,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
375.912,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
379.949,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
383.931,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
387.917,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
391.925,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
395.912,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
399.951,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
403.932,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
407.918,420.001245,420.007710,0.002245,-0.002266,444.996000,445.061997,0.000000,0.050528
412.026,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061997,0.000000,0.048696
415.930,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053121
419.954,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.056214
423.917,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.000000
427.934,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056214
431.935,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
435.928,420.001245,420.007998,0.002245,-0.002466,444.996000,445.061797,0.000000,0.067206
439.992,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.054971
443.950,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
447.967,420.001245,420.007784,0.002245,-0.002539,444.996000,445.061997,0.000000,0.070970
451.936,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.084900
455.926,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
459.990,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061797,0.000000,0.049836
463.945,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.036428
467.937,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
471.924,420.001245,420.007744,0.002245,-0.002340,444.996000,445.061598,0.000000,0.061730
475.959,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053121
479.945,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.026010
483.932,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.026010
488.006,420.001245,420.007710,0.002245,-0.002539,444.996000,445.061997,0.000000,0.075369
491.959,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061997,0.000000,0.067206
495.962,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056214
499.955,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
503.924,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
507.957,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061797,0.000000,0.036428
511.918,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.036428
515.932,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
519.911,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.018392
524.008,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
527.999,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
531.920,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.056540
535.926,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.088611
539.921,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
543.924,420.001245,420.007710,0.002245,-0.002266,444.996000,445.061997,0.000000,0.056540
547.989,420.001245,420.007710,0.002245,-0.002466,444.996000,445.061997,0.000000,0.049836
551.919,420.001245,420.007784,0.002245,-0.002340,444.996000,445.062196,0.000000,0.061730
555.931,420.001245,420.007710,0.002245,-0.002539,444.996000,445.061997,0.000000,0.072839
559.919,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.049836
563.909,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.114567
567.964,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056540
571.919,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061997,0.000000,0.053121
575.924,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.072839
579.924,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.075369
583.914,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061797,0.000000,0.067209
587.965,420.001245,420.007744,0.002245,-0.002340,444.996000,445.061598,0.000000,0.053121
591.924,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.048696
595.923,420.001245,420.007710,0.002245,-0.002466,444.996000,445.061997,0.000000,0.123575
599.919,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.056540
603.944,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.064696
607.984,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.059456
611.969,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
615.965,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.049836
619.946,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.000000
623.917,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.072839
628.029,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.053121
631.952,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
635.973,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
639.923,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061997,0.000000,0.056214
643.918,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.086469
647.975,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053122
651.928,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
655.924,420.001245,420.007744,0.002245,-0.002539,444.996000,445.061797,0.000000,0.053122
659.932,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053122
663.914,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
667.968,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
671.939,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.000000
675.919,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
679.920,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
683.923,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
687.959,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
691.927,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
695.918,420.001245,420.007710,0.002245,-0.002340,444.996000,445.061997,0.000000,0.064696
699.956,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056540
703.924,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
707.978,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.056540
711.913,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.075369
715.919,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.031445
719.927,420.001245,420.007670,0.002245,-0.002539,444.996000,445.061598,0.000000,0.079500
723.921,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.064613
727.914,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.000000
731.916,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.031445
735.983,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
739.919,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
743.926,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
747.919,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
751.928,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
755.962,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.000000
759.924,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061797,0.000000,0.070663
763.934,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061797,0.000000,0.061941
767.930,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.036428
771.950,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.049836
775.984,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.000000
779.960,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.049836
783.957,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
787.952,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
791.932,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
795.981,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
799.954,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
803.956,420.001245,420.007924,0.002245,-0.002539,444.996000,445.061598,0.000000,0.088611
807.956,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.088611
811.942,420.001245,420.007924,0.002245,-0.002539,444.996000,445.061598,0.000000,0.088611
815.973,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.081781
819.931,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056214
823.915,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
827.912,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.049836
831.960,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
835.967,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
839.965,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
843.943,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
847.923,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
851.990,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
855.954,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.059456
859.925,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056540
863.914,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
867.920,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
871.960,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
875.953,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
879.934,420.001245,420.007891,0.002245,-0.002466,444.996000,445.061797,0.000000,0.053122
883.915,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.036428
887.930,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
891.959,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
895.963,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
899.952,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
903.928,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.026010
907.929,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.026010
911.953,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
915.953,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.018392
919.935,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.018392
923.929,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.031445
927.952,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.026010
931.983,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061997,0.000000,0.053121
935.922,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.053121
939.924,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.031445
943.996,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.049836
947.928,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
951.966,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
955.947,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
959.928,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
963.998,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061997,0.000000,0.053121
967.931,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.053121
972.025,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
975.915,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
979.922,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
983.958,420.001245,420.007924,0.002245,-0.002340,444.996000,445.061598,0.000000,0.059456
987.920,420.001245,420.007998,0.002245,-0.002466,444.996000,445.061598,0.000000,0.036428
991.929,420.001245,420.007924,0.002245,-0.002340,444.996000,445.061598,0.000000,0.036428
995.922,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056540
999.915,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1003.961,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1007.917,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061598,0.000000,0.056214
1011.940,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056214
1015.918,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1019.926,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1023.959,420.001245,420.007998,0.002245,-0.002340,444.996000,445.061598,0.000000,0.067209
1027.917,420.001245,420.007891,0.002245,-0.002340,444.996000,445.061797,0.000000,0.056540
1031.924,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1035.924,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.026010
1039.906,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1043.963,420.001245,420.007710,0.002245,-0.002266,444.996000,445.061997,0.000000,0.059456
1047.909,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056540
1051.927,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
1055.917,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.000000
1059.912,420.001245,420.007924,0.002245,-0.002340,444.996000,445.061598,0.000000,0.075369
1063.962,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.064696
1067.915,420.001245,420.007998,0.002245,-0.002539,444.996000,445.061797,0.000000,0.048696
1071.934,420.001245,420.007998,0.002245,-0.002266,444.996000,445.061598,0.000000,0.084490
1075.924,420.001245,420.007744,0.002245,-0.002340,444.996000,445.061598,0.000000,0.066091
1079.932,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.056214
1084.003,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
1087.934,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
1091.967,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.068228
1095.960,420.001245,420.007998,0.002245,-0.002340,444.996000,445.061598,0.000000,0.069680
1099.952,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.069680
1104.111,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
1107.978,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.070663
1111.941,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1115.931,420.001245,420.007891,0.002245,-0.002539,444.996000,445.061797,0.000000,0.070663
1119.935,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.084900
1123.965,420.001245,420.007964,0.002245,-0.002266,444.996000,445.061997,0.000000,0.100184
1127.951,420.001245,420.007851,0.002245,-0.002340,444.996000,445.061398,0.000000,0.153306
1131.956,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061997,0.000000,0.150975
1135.965,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.053121
1139.937,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
1143.962,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1147.931,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
1151.924,420.001245,420.007817,0.002245,-0.002539,444.996000,445.061797,0.000000,0.068228
1155.927,420.001245,420.007998,0.002245,-0.002340,444.996000,445.061598,0.000000,0.083671
1159.922,420.001245,420.007924,0.002245,-0.002466,444.996000,445.061598,0.000000,0.036428
1163.917,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.075369
1167.911,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.018392
1171.978,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1175.923,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1179.925,420.001245,420.007924,0.002245,-0.002340,444.996000,445.061797,0.000000,0.032419
1183.913,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.032419
1187.917,420.001245,420.007924,0.002245,-0.002340,444.996000,445.061598,0.000000,0.059456
1191.953,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.059456
1195.925,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.000000
1199.918,420.001245,420.007817,0.002245,-0.002466,444.996000,445.061797,0.000000,0.049836
1203.912,420.001245,420.007924,0.002245,-0.002266,444.996000,445.061598,0.000000,0.075369
1207.915,420.001245,420.007744,0.002245,-0.002266,444.996000,445.061797,0.000000,0.067209
1211.973,420.001245,420.007817,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1215.924,420.001245,420.007891,0.002245,-0.002266,444.996000,445.061797,0.000000,0.018392
1219.944,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.026010
1223.907,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
1227.931,420.001245,420.007817,0.002245,-0.002340,444.996000,445.061797,0.000000,0.000000
